,trainloss,trainacc,valloss,valacc,trainrecallscore,trainf1score,valrecallscore,valf1score
20,1.510120271619161,0.9510833333333333,1.502201988220215,0.959,0.94590801197157,0.9371729073884638,0.9517298236331568,0.9464074008997532
21,1.5099152654647827,0.9512166666666667,1.5162968893051147,0.94475,0.9459725732456877,0.9363383577358821,0.9366427513227511,0.9278154977933047
22,1.507418680000305,0.9536,1.503747582435608,0.95725,0.9476523413958211,0.9389787035287868,0.9524845414462084,0.9452262866617769
23,1.5065809328079223,0.95455,1.4961686887741088,0.965125,0.949812073794521,0.9416473724189256,0.9603679717813043,0.9549626498532999
24,1.5060366298675536,0.9551333333333333,1.4990118803977965,0.9625,0.9500248661749798,0.9412635859711286,0.9590778306878299,0.95240145963695
25,1.5057932842254638,0.9554666666666667,1.493172073841095,0.968,0.9503292493720292,0.9421797310388142,0.9648726719576713,0.9602426806721538
26,1.5040217957178752,0.9572,1.5001750421524047,0.960625,0.9519335928598177,0.9436599465596007,0.9534362169312167,0.948733980418716
27,1.5036497947057088,0.9573333333333334,1.4927655425071715,0.9685,0.9527321077975542,0.9444339638767125,0.9641257936507932,0.9594997555821082
28,1.5037879681269328,0.9572166666666667,1.487889232158661,0.973375,0.9528962704291623,0.9444173188050455,0.9703937566137562,0.9650680938814273
29,1.5036075515111287,0.9574666666666667,1.5035229659080505,0.9575,0.9534848269467179,0.9452583634410918,0.9539786640211635,0.9470932262241447
30,1.5030197177886964,0.9579,1.5071769623756408,0.954,0.9529088130511498,0.9454003537982457,0.952090379188712,0.9442434681862489
31,1.5024237944285075,0.9586666666666667,1.5018291206359864,0.958875,0.9540439320644103,0.9461144998944291,0.9552607936507934,0.9487535746606328
32,1.5045428806304932,0.9566833333333333,1.4874918961524963,0.97375,0.9513038121960373,0.9437280022152337,0.971986746031746,0.9672483429764438
33,1.5008614132563274,0.9603333333333334,1.484884274959564,0.976125,0.9554586112447233,0.9481743545417889,0.97244201058201,0.9686182482151104
34,1.4992362609227499,0.96175,1.5077989554405213,0.953125,0.9567209214365928,0.9497615750993793,0.948204338624338,0.9409444520911184
35,1.4976176877975464,0.9633833333333334,1.4896286492347717,0.971625,0.9585814366949956,0.9515618681064766,0.9684843386243384,0.9632324655010928
36,1.4968448998769124,0.9643,1.495217444896698,0.96575,0.9607223817540511,0.9538751430557227,0.95796406084656,0.9530240834269882
37,1.4949193378448487,0.9661833333333333,1.5012266445159912,0.96,0.9619656948853648,0.9554249966573586,0.9563737169312165,0.9500422228736358
38,1.494958597310384,0.9662166666666666,1.4846349964141845,0.97625,0.962639502538616,0.9559475482638115,0.9733339947089946,0.9693598654327893
39,1.4932765073776244,0.9678,1.4883085646629333,0.973,0.9635543026485573,0.9572351501967227,0.9696717460317458,0.9659552769167346
40,1.493614816157023,0.9674,1.4909978399276733,0.97,0.9638694374890274,0.9575149789708582,0.9654821693121695,0.9607807401385833
41,1.4920655897776285,0.9689666666666666,1.484367666244507,0.9765,0.9657483927101721,0.9598057669919052,0.9706111111111108,0.9680108538592848
42,1.4941827034632365,0.9669166666666666,1.4861762404441834,0.975,0.9635054051627409,0.9573001892424859,0.971617777777778,0.9670431530270748
43,1.4917040987014771,0.9694333333333334,1.4869079174995423,0.97425,0.9658862283683424,0.9596928116300775,0.9702740035273364,0.9657357617263295
44,1.4908282154719035,0.9702166666666666,1.4837299270629882,0.9775,0.9665664725028084,0.9607417942089141,0.9745171380471378,0.9700571056026359
45,1.4898210501352946,0.9712166666666666,1.4851741948127746,0.97575,0.9679886143445052,0.9623347571705018,0.9747310642135641,0.9705453046807943
46,1.4894830584843954,0.9715666666666667,1.4859939723014832,0.975125,0.968808328202663,0.9631298775346498,0.969463924162258,0.9658689244343163
47,1.48707086353302,0.9740833333333333,1.4840483059883118,0.976875,0.9705039445246152,0.9653853121364739,0.973905715889049,0.9707249847515169
48,1.4859031848271689,0.9751333333333333,1.4862566919326783,0.974625,0.9713220228131675,0.9666286618391777,0.9717169003527333,0.9681171870758144
49,1.4855435750961303,0.9757833333333333,1.4852864642143249,0.97575,0.9729718150744046,0.9683150156103191,0.9716324867724868,0.9677096025856189
